Age,AnnualIncomeUSD,City,CompanySize,CompanyType,CurrentWorkplaceExperience,Domain,Education,EnglishLevel,IsStudyingCurrently,JobTitle,MonthlySalaryUAH,ProgrammingLanguage,ResponseDate,Sex,Specialization,TotalWorkExperience,University,UserAgent
26,25200,Kyiv,201-1000 employees,Outsourcing,3.0,"Desktop Applications,Web Development",Higher,Advanced,False,Senior Software Engineer,58800,Other,11/06/2018 10:24:17,male,,5.0,NaUKMA,"Mozilla/5.0 (Linux; Android 5.1.1; Redmi 3 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
24,5400,Remote,1001+ employees,Outsourcing,0.25,eCommerce,Higher,Intermediate,False,Junior Software Engineer,12600,Java,11/06/2018 10:24:18,male,,0.25,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
31,80760,Remote,1-10 employees,Product,1.0,Other,Higher,Advanced,False,Senior Software Engineer,188440,C#/.NET,11/06/2018 10:24:19,male,,10.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
27,44400,Kyiv,11-50 employees,Product,0.0,Web Development,Unfinished higher,Intermediate,False,Software Engineer,103600,Golang,11/06/2018 10:24:29,male,,6.0,NAU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
31,42000,Kyiv,11-50 employees,Product,1.0,Embedded,Higher,Upper-Intermediate,False,Senior Software Engineer,98000,C,11/06/2018 10:24:48,male,,9.0,KNU,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0
32,54000,Kyiv,201-1000 employees,Outstaffing,0.5,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,126000,Python,11/06/2018 10:25:10,male,,10.0,KPI,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0
26,48000,Kyiv,51-200 employees,Product,1.5,"Web Development,Banking and Finance",Higher,Upper-Intermediate,False,Senior Software Engineer,112000,JavaScript,11/06/2018 10:25:22,male,,5.0,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,30000,Dnipro,11-50 employees,Outsourcing,0.25,Web Development,Higher,Pre-Intermediate,False,Senior Software Engineer,70000,C#/.NET,11/06/2018 10:25:23,male,,6.0,KhAI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,36000,Dnipro,1001+ employees,Outsourcing,0.5,Web Development,Higher,Advanced,False,Senior Software Engineer,84000,JavaScript,11/06/2018 10:25:46,male,,5.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
25,30000,Kyiv,1001+ employees,Outstaffing,3.0,Telecom,Higher,Advanced,False,Software Engineer,70000,C++,11/06/2018 10:26:15,male,,6.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
31,25200,Kharkiv,1001+ employees,Outsourcing,7.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,58800,Java,11/06/2018 10:26:23,male,,7.0,KhAI,"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 6P Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
25,8400,Kyiv,1-10 employees,Product,1.5,"Web Development,eCommerce",Higher,Advanced,False,Junior Software Engineer,19600,PHP,11/06/2018 10:26:37,female,,1.5,NMU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
29,24000,Kyiv,201-1000 employees,Product,0.0,Web Development,Higher,Intermediate,False,Software Engineer,56000,C#/.NET,11/06/2018 10:26:39,male,,2.0,Other,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
24,38400,Dnipro,201-1000 employees,Outstaffing,1.5,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,89600,Java,11/06/2018 10:26:39,male,,4.0,DNU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
22,9600,Kharkiv,11-50 employees,Outstaffing,0.0,Web Development,Unfinished higher,Intermediate,False,Junior Software Engineer,22400,JavaScript,11/06/2018 10:26:47,female,,1.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
24,12000,Kharkiv,11-50 employees,Outsourcing,0.0,Web Development,Unfinished higher,Intermediate,False,Software Engineer,28000,Python,11/06/2018 10:26:50,male,,2.0,KhNURE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
26,12000,Kyiv,201-1000 employees,Product,2.0,"Telecom,Corporate Systems",Higher,Upper-Intermediate,False,Junior Software Engineer,28000,Java,11/06/2018 10:26:52,male,,2.0,KNU,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
30,27600,Kharkiv,51-200 employees,Outstaffing,4.0,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,64400,C#/.NET,11/06/2018 10:26:56,male,,6.0,KhNEU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
31,31800,Kharkiv,201-1000 employees,Outstaffing,6.0,Web Development,Higher,Intermediate,False,Software Engineer,74200,C#/.NET,11/06/2018 10:27:30,male,,7.0,KhNURE,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
27,18000,Lviv,11-50 employees,Outsourcing,2.0,Android,Higher,Intermediate,False,Software Engineer,42000,Java,11/06/2018 10:27:54,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
29,15600,Kharkiv,51-200 employees,Outsourcing,1.5,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,36400,Java,11/06/2018 10:28:20,male,,1.5,KhAI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/63.0.3239.84 Chrome/63.0.3239.84 Safari/537.36"
29,43200,Kyiv,11-50 employees,Product,3.0,Gamedev,Unfinished higher,Intermediate,False,Senior Software Engineer,100800,Flex/Flash/AIR,11/06/2018 10:28:32,male,,10.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
24,40800,Kharkiv,201-1000 employees,Outsourcing,0.5,"Web Development,eCommerce",Higher,Upper-Intermediate,False,Senior Software Engineer,95200,Java,11/06/2018 10:28:59,male,,4.0,KhNURE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
18,4800,Lviv,1-10 employees,Outsourcing,0.0,"Web Development,Corporate Systems",Vocational,Elementary,True,Junior Software Engineer,11200,Java,11/06/2018 10:29:24,male,,0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
25,6912,Ivano-Frankivsk,1-10 employees,Outstaffing,1.0,Web Development,Higher,Intermediate,False,Junior Software Engineer,16128,C#/.NET,11/06/2018 10:29:44,male,,1.0,Other,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/175.0.0.47.102;FBBV/112197024;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]"
21,1200,Vinnytsia,51-200 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,True,Junior Software Engineer,2800,C#/.NET,11/06/2018 10:29:53,male,,1.0,VNTU,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
28,12000,Kyiv,51-200 employees,Product,1.5,Web Development,Higher,Pre-Intermediate,False,Junior Software Engineer,28000,JavaScript,11/06/2018 10:30:07,male,,1.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
22,24000,Remote,11-50 employees,Product,0.0,Web Development,Secondary,Intermediate,False,Software Engineer,56000,PHP,11/06/2018 10:30:17,male,,2.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
26,48000,Kyiv,11-50 employees,Product,1.0,"Android,iOS",Secondary,Upper-Intermediate,False,Senior Software Engineer,112000,Java,11/06/2018 10:30:22,male,,6.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
50,54000,Kyiv,201-1000 employees,Outsourcing,0.5,Android,Unfinished higher,Intermediate,False,Senior Software Engineer,126000,Java,11/06/2018 10:30:59,male,,8.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,32400,Chernivtsi,1001+ employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Senior Software Engineer,75600,C#/.NET,11/06/2018 10:31:00,male,,6.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
40,30000,Kyiv,11-50 employees,Product,2.0,Web Development,Higher,Pre-Intermediate,False,Software Engineer,70000,PHP,11/06/2018 10:31:05,male,,4.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
32,36600,Kyiv,1001+ employees,Outsourcing,2.0,"Web Development,Corporate Systems",Two higher,Upper-Intermediate,False,Senior Software Engineer,85400,JavaScript,11/06/2018 10:31:10,male,,6.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,9120,Lviv,11-50 employees,Outsourcing,1.0,"Desktop Applications,Web Development",Two higher,Intermediate,False,Junior Software Engineer,21280,C#/.NET,11/06/2018 10:31:18,male,,1.0,Lviv Polytechnic,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
23,33600,Kyiv,51-200 employees,Outstaffing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,78400,JavaScript,11/06/2018 10:31:33,male,,3.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.62 Safari/537.36"
31,33600,Kyiv,1001+ employees,Outsourcing,5.0,"Web Development,eCommerce",Higher,Intermediate,False,Software Engineer,78400,Java,11/06/2018 10:31:54,male,,7.0,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
25,36000,Kyiv,51-200 employees,Outsourcing,0.0,eCommerce,Vocational,Intermediate,False,Senior Software Engineer,84000,JavaScript,11/06/2018 10:32:02,male,,6.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
30,30000,Kyiv,1001+ employees,Outsourcing,0.5,Web Development,Unfinished higher,Upper-Intermediate,False,Software Engineer,70000,PHP,11/06/2018 10:32:31,male,,5.0,DonNTU,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/175.0.0.47.102;FBBV/112197024;FBDV/iPhone9,2;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/3;FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]"
24,12000,Dnipro,11-50 employees,Outstaffing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,28000,PHP,11/06/2018 10:32:39,male,,2.0,NMU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,38400,Kharkiv,51-200 employees,Outsourcing,5.0,"Web Development,Corporate Systems",Higher,Advanced,False,Senior Software Engineer,89600,C#/.NET,11/06/2018 10:32:40,male,,8.0,KhAI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.99"
33,33600,Kharkiv,1-10 employees,Other,0.5,Web Development,Higher,Upper-Intermediate,False,Software Engineer,78400,PHP,11/06/2018 10:32:54,male,,10.0,KhNURE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,42000,Kyiv,201-1000 employees,Outstaffing,1.5,"Web Development,Corporate Systems",Unfinished higher,Intermediate,False,Senior Software Engineer,98000,JavaScript,11/06/2018 10:33:23,male,,5.0,ZNTU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
21,19560,Kyiv,1001+ employees,Outstaffing,2.0,Web Development,Higher,Advanced,True,Software Engineer,45640,Python,11/06/2018 10:34:03,male,,3.0,KPI,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
22,6600,Lviv,11-50 employees,Outstaffing,0.5,"Web Development,Other",Higher,Upper-Intermediate,False,Junior Software Engineer,15400,Python,11/06/2018 10:34:05,male,,1.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
21,18000,Kyiv,201-1000 employees,Outsourcing,0.25,"Web Development,Banking and Finance",Vocational,Intermediate,False,Junior Software Engineer,42000,JavaScript,11/06/2018 10:34:18,female,,1.5,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
25,22800,Kharkiv,11-50 employees,Outsourcing,0.5,Web Development,Higher,Upper-Intermediate,False,Software Engineer,53200,JavaScript,11/06/2018 10:34:32,male,,1.5,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,26400,Kyiv,51-200 employees,Product,0.0,Web Development,Higher,Intermediate,False,Software Engineer,61600,JavaScript,11/06/2018 10:34:34,male,,1.5,KPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
35,27600,Kyiv,1-10 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,64400,PHP,11/06/2018 10:35:56,male,,4.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36"
30,42600,Kyiv,51-200 employees,Product,0.5,eCommerce,Higher,Upper-Intermediate,False,Senior Software Engineer,99400,C#/.NET,11/06/2018 10:36:06,female,,10.0,NaUKMA,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
27,36000,Zaporizhia,51-200 employees,Outstaffing,3.0,"Desktop Applications,Web Development",Higher,Upper-Intermediate,False,Senior Software Engineer,84000,Java,11/06/2018 10:38:15,male,,7.0,ZNTU,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0
23,54000,Kyiv,51-200 employees,Outstaffing,0.0,"Android,Embedded",Unfinished higher,Upper-Intermediate,False,Senior Software Engineer,126000,Kotlin,11/06/2018 10:38:35,male,,3.0,KPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,19380,Odesa,51-200 employees,Outstaffing,1.5,"Web Development,Other",Secondary,Intermediate,False,Software Engineer,45220,Python,11/06/2018 10:38:42,male,,3.0,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:59.0) Gecko/20100101 Firefox/59.0
33,19200,Kyiv,11-50 employees,Product,0.5,"Desktop Applications,Gamedev",Higher,Intermediate,False,Software Engineer,44800,C#/.NET,11/06/2018 10:38:57,male,,3.0,Other,"Mozilla/5.0 (Linux; Android 7.0; SM-A510F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.81 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/175.0.0.40.97;]"
26,42000,Kharkiv,51-200 employees,Outsourcing,3.0,Android,Higher,Intermediate,False,Senior Software Engineer,98000,Kotlin,11/06/2018 10:39:17,male,,5.0,KhNURE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.78 Safari/537.36"
44,14400,Kyiv,51-200 employees,Product,0.5,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,33600,JavaScript,11/06/2018 10:39:26,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
30,27000,Lviv,201-1000 employees,Outsourcing,1.0,iOS,Higher,Upper-Intermediate,False,Software Engineer,63000,Swift,11/06/2018 10:39:42,male,,4.0,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15"
29,43200,Kyiv,11-50 employees,Product,3.0,"Banking and Finance,eCommerce",Higher,Intermediate,False,Senior Software Engineer,100800,JavaScript,11/06/2018 10:40:25,male,,7.0,ZSTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
34,36000,Kharkiv,201-1000 employees,Outsourcing,6.0,Android,Higher,Intermediate,False,Senior Software Engineer,84000,Kotlin,11/06/2018 10:40:34,male,,6.0,KhPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15"
22,3600,Zaporizhia,1-10 employees,Startup,0.5,Web Development,Higher,Pre-Intermediate,True,Junior Software Engineer,8400,PHP,11/06/2018 10:41:09,male,,0.5,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/66.0.3359.181 Chrome/66.0.3359.181 Safari/537.36"
24,24000,Lviv,51-200 employees,Outsourcing,3.0,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 10:41:19,male,,3.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
34,50400,Kyiv,51-200 employees,Outsourcing,0.5,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,117600,Java,11/06/2018 10:41:52,male,,6.0,KhNURE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
30,38400,Lviv,51-200 employees,Product,0.0,Web Development,Higher,Intermediate,False,Senior Software Engineer,89600,PHP,11/06/2018 10:42:19,male,,7.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/66.0.3359.181 Chrome/66.0.3359.181 Safari/537.36"
34,22800,Lviv,1001+ employees,Outsourcing,0.25,"Web Development,eCommerce",Two higher,Intermediate,False,Software Engineer,53200,C#/.NET,11/06/2018 10:42:33,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
30,28800,Lviv,201-1000 employees,Outstaffing,2.0,"Web Development,eCommerce",Higher,Intermediate,False,Senior Software Engineer,67200,PHP,11/06/2018 10:43:05,male,,5.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.89 Safari/537.36"
23,8400,Odesa,1001+ employees,Outsourcing,2.0,"Desktop Applications,Other",Higher,Upper-Intermediate,False,Junior Software Engineer,19600,Java,11/06/2018 10:43:09,male,,2.0,ONPU,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
30,32400,Lviv,11-50 employees,Outstaffing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,75600,Ruby/Rails,11/06/2018 10:43:29,male,,6.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,15600,Other,1-10 employees,Product,0.25,Desktop Applications,Higher,Elementary,False,Software Engineer,36400,C#/.NET,11/06/2018 10:43:35,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
35,39600,Lviv,11-50 employees,Startup,0.25,Web Development,Higher,Upper-Intermediate,False,Software Engineer,92400,C#/.NET,11/06/2018 10:43:42,male,,10.0,LNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
33,44400,Kharkiv,201-1000 employees,Outsourcing,4.0,Other,Higher,Advanced,False,Senior Software Engineer,103600,Scala,11/06/2018 10:43:43,male,,10.0,DonNTU,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0
25,12000,Kyiv,1001+ employees,Outsourcing,0.5,Banking and Finance,Higher,Upper-Intermediate,False,Junior Software Engineer,28000,Java,11/06/2018 10:43:47,male,,1.0,KPI,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:59.0) Gecko/20100101 Firefox/59.0
38,33600,Kyiv,51-200 employees,Outsourcing,1.0,"Web Development,eCommerce",Secondary,Intermediate,False,Senior Software Engineer,78400,PHP,11/06/2018 10:44:02,male,,5.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
27,32400,Kyiv,1001+ employees,Outstaffing,1.0,"Desktop Applications,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,75600,Java,11/06/2018 10:44:03,male,,5.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,21600,Kharkiv,51-200 employees,Outsourcing,3.0,"Web Development,Telecom",Higher,Pre-Intermediate,False,Software Engineer,50400,Java,11/06/2018 10:45:37,male,,4.0,KhNURE,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
25,37200,Kyiv,11-50 employees,Product,1.5,"Web Development,Banking and Finance",Higher,Intermediate,False,Senior Software Engineer,86800,JavaScript,11/06/2018 10:45:59,male,,4.0,NMU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
24,21600,Dnipro,11-50 employees,Product,2.0,Web Development,Higher,Pre-Intermediate,False,Software Engineer,50400,JavaScript,11/06/2018 10:46:25,male,,3.0,DNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
